//Song info
INFO:Title|Untitled
INFO:BPM|125
INFO:LPB|8
//Track ID table
TRACK:0|stablead
TRACK:1|choirs
TRACK:2|lead1
TRACK:3|lead2
TRACK:4|bass
TRACK:5|bassgroup
TRACK:6|kicks
TRACK:7|primary drums
TRACK:8|Track 09
TRACK:9|Track 10
TRACK:10|hihats
TRACK:11|percussion
TRACK:12|hard snares
TRACK:13|rave stab
TRACK:14|vox
TRACK:15|Mst
TRACK:16|dekay
TRACK:17|spread
TRACK:18|edge
//Instrument ID table
INSTR:0|VST: SQ8L (AMBASS)
INSTR:1|VST: SQ8L (SATURN)
INSTR:2|04 Milk Bottle Plant, Bottle Cleanin
INSTR:3|Unnamed
INSTR:4|11-08 Rivers And Streams, Lock Gates
INSTR:5|Unnamed
INSTR:6|[S] VST: Voyager (---)
INSTR:7|kick_011
INSTR:8|kick_008
INSTR:9|TranceBD015
INSTR:10|VST: Absynth 5 Stereo (Horror Synth)
INSTR:11|VST: Absynth 5 Stereo (Windswept)
INSTR:12|VST: Philharmonik (Default)
INSTR:13|clap_005
INSTR:14|Rage_SD06-raw
INSTR:15|Rage_HH03c
INSTR:16|Rage_HH06o-tap
INSTR:17|Zenhiser DL-OHSSH01 006
INSTR:18|Unnamed
INSTR:19|TranceBD006
INSTR:20|TranceBD057
INSTR:21|Unnamed
INSTR:22|Unnamed
INSTR:23|when you had sight
INSTR:24|New Sample 01
INSTR:25|yuggoth1
INSTR:26|New Sample 04
INSTR:27|New Sample 03
INSTR:28|Unnamed
INSTR:29|Unnamed
INSTR:30|Unnamed
INSTR:31|D'n'B Crash 06
INSTR:32|Unnamed
INSTR:33|Unnamed
INSTR:34|Unnamed
//Playback data: track number|instrument number|seconds|MIDI note value (google it)|volume value,...
NOTE:8|8|214.68|49|255
NOTE:9|19|214.68|50|255
NOTE:9|19|214.74|50|255
NOTE:6|9|214.8|48|255
NOTE:9|19|214.8|50|255
NOTE:4|0|214.92|58|255
NOTE:6|9|214.92|48|255
NOTE:9|19|214.92|50|255
NOTE:6|9|215.04|48|255
NOTE:9|19|215.04|50|255
NOTE:4|0|215.16|58|255
NOTE:6|9|215.16|48|255
NOTE:9|19|215.16|50|255
NOTE:6|9|215.28|48|255
NOTE:9|19|215.28|50|255
NOTE:4|0|215.4|58|255
NOTE:6|9|215.4|48|255
NOTE:9|19|215.4|50|255
NOTE:6|9|215.52|48|255
NOTE:9|19|215.52|50|255
NOTE:4|0|215.64|58|255
NOTE:6|9|215.64|48|255
NOTE:8|8|215.64|49|255
NOTE:9|19|215.64|50|255
NOTE:6|9|215.76|48|255
NOTE:9|19|215.76|47|255
NOTE:4|0|215.88|58|255
NOTE:6|9|215.88|48|255
NOTE:9|19|215.88|50|255
NOTE:6|9|215.94|48|255
NOTE:6|9|216|48|255
NOTE:9|19|216|50|255
NOTE:6|9|216.06|48|255
NOTE:1|12|216.12|63|255
NOTE:4|0|216.12|60|255
NOTE:6|9|216.12|48|255
NOTE:6|6|216.12|48|255
NOTE:9|19|216.12|50|255
NOTE:6|9|216.24|48|255
NOTE:9|19|216.24|50|255
NOTE:4|0|216.36|60|255
NOTE:6|9|216.36|48|255
NOTE:9|19|216.36|50|255
NOTE:6|9|216.48|48|255
NOTE:9|19|216.48|50|255
NOTE:4|0|216.6|60|255
NOTE:6|9|216.6|48|255
NOTE:8|8|216.6|51|255
NOTE:9|19|216.6|50|255
NOTE:9|19|216.66|50|255
NOTE:6|9|216.72|48|255
NOTE:9|19|216.72|50|255
NOTE:4|0|216.84|60|255
NOTE:6|9|216.84|48|255
NOTE:9|19|216.84|50|255
NOTE:6|9|216.96|48|255
NOTE:9|19|216.96|50|255
NOTE:6|9|217.02|48|255
NOTE:4|0|217.08|60|255
NOTE:6|9|217.08|48|255
NOTE:6|6|217.08|48|255
NOTE:8|14|217.08|36|255
NOTE:9|19|217.08|50|255
NOTE:6|9|217.2|48|255
NOTE:9|19|217.2|50|255
NOTE:4|0|217.32|60|255
NOTE:6|9|217.32|48|255
NOTE:9|19|217.32|50|255
NOTE:6|9|217.44|48|255
NOTE:9|19|217.44|50|255
NOTE:4|0|217.56|60|255
NOTE:6|9|217.56|48|255
NOTE:9|19|217.56|50|255
NOTE:9|19|217.68|50|255
NOTE:9|19|217.74|50|255
NOTE:4|0|217.8|60|255
NOTE:9|19|217.8|50|255
NOTE:9|19|217.92|50|255
NOTE:1|12|218.04|62|255
NOTE:6|9|218.04|48|255
NOTE:8|7|218.04|48|255
NOTE:8|13|218.04|41|255
NOTE:9|19|218.04|50|255
NOTE:6|9|218.16|48|255
NOTE:8|8|218.16|46|255
NOTE:9|19|218.16|50|255
NOTE:6|9|218.28|48|255
NOTE:9|19|218.28|50|255
NOTE:6|9|218.4|48|255
NOTE:4|0|218.52|55|255
NOTE:6|9|218.52|48|255
NOTE:8|13|218.52|39|255
NOTE:9|19|218.52|50|255
NOTE:6|9|218.64|48|255
NOTE:8|20|218.64|50|255
NOTE:9|19|218.64|50|255
NOTE:4|0|218.76|55|255
NOTE:6|9|218.76|48|255
NOTE:8|13|218.76|39|255
NOTE:9|19|218.76|50|255
NOTE:6|9|218.88|48|255
NOTE:9|19|218.88|50|255
NOTE:4|0|219|55|255
NOTE:6|9|219|48|255
NOTE:8|9|219|50|255
NOTE:9|19|219|50|255
NOTE:6|9|219.12|48|255
NOTE:9|19|219.12|50|255
NOTE:4|0|219.24|55|255
NOTE:6|9|219.24|48|255
NOTE:9|19|219.24|50|255
NOTE:6|9|219.36|48|255
NOTE:9|19|219.36|50|255
NOTE:4|0|219.48|55|255
NOTE:6|9|219.48|48|255
NOTE:8|8|219.48|46|255
NOTE:9|19|219.48|50|255
NOTE:6|9|219.6|48|255
NOTE:9|19|219.6|50|255
NOTE:4|0|219.72|55|255
NOTE:6|9|219.72|48|255
NOTE:9|19|219.72|50|255
NOTE:6|9|219.78|48|255
NOTE:6|9|219.84|48|255
NOTE:9|19|219.84|50|255
NOTE:6|9|219.9|48|255
NOTE:1|12|219.96|62|255
NOTE:4|0|219.96|55|255
NOTE:6|9|219.96|48|255
NOTE:6|6|219.96|48|255
NOTE:8|7|219.96|48|255
NOTE:8|13|219.96|41|255
NOTE:9|19|219.96|50|255
NOTE:6|9|220.08|48|255
NOTE:8|8|220.08|46|255
NOTE:9|19|220.08|50|255
NOTE:4|0|220.2|55|255
NOTE:6|9|220.2|48|255
NOTE:9|19|220.2|50|255
NOTE:13|17|220.2|43|255
NOTE:6|9|220.32|48|255
NOTE:9|19|220.32|50|255
NOTE:4|0|220.44|55|255
NOTE:6|9|220.44|48|255
NOTE:8|8|220.44|46|255
NOTE:9|19|220.44|50|255
NOTE:9|19|220.5|50|255
NOTE:6|9|220.56|48|255
NOTE:9|19|220.56|50|255
NOTE:4|0|220.68|55|255
NOTE:6|9|220.68|48|255
NOTE:9|19|220.68|50|255
NOTE:6|9|220.8|48|255
NOTE:9|19|220.8|50|255
NOTE:6|9|220.86|48|255
NOTE:4|0|220.92|55|255
NOTE:6|9|220.92|48|255
NOTE:6|6|220.92|48|255
NOTE:8|9|220.92|50|255
NOTE:8|14|220.92|36|255
NOTE:9|19|220.92|50|255
NOTE:13|17|220.92|36|255
NOTE:6|9|221.04|48|255
NOTE:9|19|221.04|50|255
NOTE:4|0|221.16|55|255
NOTE:6|9|221.16|48|255
NOTE:9|19|221.16|50|255
NOTE:6|9|221.28|48|255
NOTE:9|19|221.28|50|255
NOTE:4|0|221.4|55|255
NOTE:6|9|221.4|48|255
NOTE:8|8|221.4|46|255
NOTE:9|19|221.4|50|255
NOTE:6|9|221.52|48|255
NOTE:9|19|221.52|50|255
NOTE:4|0|221.64|55|255
NOTE:6|9|221.64|48|255
NOTE:9|19|221.64|50|255
NOTE:6|9|221.76|48|255
NOTE:9|19|221.76|50|255
NOTE:6|9|221.82|48|255
NOTE:1|12|221.88|63|255
NOTE:4|0|221.88|56|255
NOTE:6|9|221.88|48|255
NOTE:8|7|221.88|48|255
NOTE:8|13|221.88|41|255
NOTE:9|19|221.88|50|255
NOTE:6|9|222|48|255
NOTE:8|8|222|46|255
NOTE:9|19|222|50|255
NOTE:4|0|222.12|56|255
NOTE:6|9|222.12|48|255
NOTE:8|7|222.12|48|255
NOTE:8|13|222.12|41|255
NOTE:9|19|222.12|50|255
NOTE:6|9|222.24|48|255
NOTE:8|8|222.24|46|255
NOTE:9|19|222.24|50|255
NOTE:4|0|222.36|56|255
NOTE:6|9|222.36|48|255
NOTE:8|8|222.36|47|255
NOTE:9|19|222.36|50|255
NOTE:9|19|222.42|50|255
NOTE:6|9|222.48|48|255
NOTE:9|19|222.48|50|255
NOTE:4|0|222.6|56|255
NOTE:6|9|222.6|48|255
NOTE:9|19|222.6|50|255
NOTE:6|9|222.72|48|255
NOTE:9|19|222.72|50|255
NOTE:4|0|222.84|56|255
NOTE:6|9|222.84|48|255
NOTE:8|13|222.84|39|255
NOTE:9|19|222.84|50|255
NOTE:6|9|222.96|48|255
NOTE:9|19|222.96|50|255
NOTE:4|0|223.08|56|255
NOTE:6|9|223.08|48|255
NOTE:8|7|223.08|48|255
NOTE:8|13|223.08|41|255
NOTE:9|19|223.08|50|255
NOTE:6|9|223.2|48|255
NOTE:8|8|223.2|46|255
NOTE:9|19|223.2|50|255
NOTE:4|0|223.32|56|255
NOTE:6|9|223.32|48|255
NOTE:8|7|223.32|48|255
NOTE:8|13|223.32|41|255
NOTE:9|19|223.32|50|255
NOTE:6|9|223.44|48|255
NOTE:8|8|223.44|46|255
NOTE:9|19|223.44|50|255
NOTE:4|0|223.56|56|255
NOTE:6|9|223.56|48|255
NOTE:8|7|223.56|48|255
NOTE:8|13|223.56|41|255
NOTE:9|19|223.56|50|255
NOTE:6|9|223.62|48|255
NOTE:6|9|223.68|48|255
NOTE:8|7|223.68|48|255
NOTE:8|13|223.68|41|255
NOTE:9|19|223.68|50|255
NOTE:6|9|223.74|48|255
NOTE:1|12|223.8|63|255
NOTE:4|0|223.8|56|255
NOTE:6|9|223.8|48|255
NOTE:6|6|223.8|48|255
NOTE:8|7|223.8|48|255
NOTE:8|13|223.8|41|255
NOTE:9|19|223.8|50|255
NOTE:6|9|223.92|48|255
NOTE:8|8|223.92|46|255
NOTE:9|19|223.92|50|255
NOTE:4|0|224.04|56|255
NOTE:6|9|224.04|48|255
NOTE:9|19|224.04|50|255
NOTE:6|9|224.16|48|255
NOTE:9|19|224.16|50|255
NOTE:4|0|224.28|56|255
NOTE:6|9|224.28|48|255
NOTE:8|8|224.28|47|255
NOTE:9|19|224.28|50|255
NOTE:9|19|224.34|50|255
NOTE:6|9|224.4|48|255
NOTE:9|19|224.4|50|255
NOTE:4|0|224.52|56|255
NOTE:6|9|224.52|48|255
NOTE:9|19|224.52|50|255
NOTE:6|9|224.64|48|255
NOTE:9|19|224.64|50|255
NOTE:6|9|224.7|48|255
NOTE:4|0|224.76|56|255
NOTE:6|9|224.76|48|255
NOTE:6|6|224.76|48|255
NOTE:8|14|224.76|36|255
NOTE:9|19|224.76|50|255
NOTE:6|9|224.88|48|255
NOTE:9|19|224.88|50|255
NOTE:4|0|225|56|255
NOTE:6|9|225|48|255
NOTE:9|19|225|50|255
NOTE:6|9|225.12|48|255
NOTE:9|19|225.12|50|255
NOTE:4|0|225.24|56|255
NOTE:6|9|225.24|48|255
NOTE:8|8|225.24|47|255
NOTE:9|19|225.24|50|255
NOTE:9|19|225.36|50|255
NOTE:4|0|225.48|56|255
NOTE:9|19|225.48|50|255
NOTE:9|19|225.6|50|255
NOTE:1|12|225.72|62|255
NOTE:4|0|225.72|55|255
NOTE:6|9|225.72|48|255
NOTE:8|7|225.72|48|255
NOTE:8|13|225.72|41|255
NOTE:9|19|225.72|50|255
NOTE:6|9|225.84|48|255
NOTE:8|8|225.84|46|255
NOTE:9|19|225.84|50|255
NOTE:4|0|225.96|55|255
NOTE:6|9|225.96|48|255
NOTE:9|19|225.96|50|255
NOTE:6|9|226.08|48|255
NOTE:8|7|226.08|48|255
NOTE:8|13|226.08|41|255
NOTE:9|19|226.08|50|255
NOTE:4|0|226.2|55|255
NOTE:6|9|226.2|48|255
NOTE:8|8|226.2|46|255
NOTE:9|19|226.2|50|255
NOTE:9|19|226.26|50|255
NOTE:6|9|226.32|48|255
NOTE:9|19|226.32|50|255
NOTE:4|0|226.44|55|255
NOTE:6|9|226.44|48|255
NOTE:8|7|226.44|48|255
NOTE:8|13|226.44|41|255
NOTE:9|19|226.44|50|255
NOTE:6|9|226.56|48|255
NOTE:8|8|226.56|46|255
NOTE:9|19|226.56|50|255
NOTE:4|0|226.68|55|255
NOTE:6|9|226.68|48|255
NOTE:8|7|226.68|48|255
NOTE:8|13|226.68|41|255
NOTE:9|19|226.68|50|255
NOTE:6|9|226.8|48|255
NOTE:8|8|226.8|46|255
NOTE:9|19|226.8|50|255
NOTE:4|0|226.92|55|255
NOTE:6|9|226.92|48|255
NOTE:8|7|226.92|48|255
NOTE:8|13|226.92|41|255
NOTE:9|19|226.92|50|255
NOTE:6|9|227.04|48|255
NOTE:8|8|227.04|46|255
NOTE:9|19|227.04|50|255
NOTE:4|0|227.16|55|255
NOTE:6|9|227.16|48|255
NOTE:8|7|227.16|48|255
NOTE:8|13|227.16|41|255
NOTE:9|19|227.16|50|255
NOTE:6|9|227.28|48|255
NOTE:8|7|227.28|48|255
NOTE:8|13|227.28|41|255
NOTE:9|19|227.28|50|255
NOTE:4|0|227.4|55|255
NOTE:6|9|227.4|48|255
NOTE:8|8|227.4|46|255
NOTE:9|19|227.4|50|255
NOTE:6|9|227.46|48|255
NOTE:6|9|227.52|48|255
NOTE:9|19|227.52|50|255
NOTE:6|9|227.58|48|255
NOTE:1|12|227.64|62|255
NOTE:4|0|227.64|55|255
NOTE:6|9|227.64|48|255
NOTE:6|6|227.64|48|255
NOTE:8|7|227.64|48|255
NOTE:8|13|227.64|41|255
NOTE:9|19|227.64|50|255
NOTE:6|9|227.76|48|255
NOTE:8|8|227.76|46|255
NOTE:9|19|227.76|50|255
NOTE:4|0|227.88|55|255
NOTE:6|9|227.88|48|255
NOTE:8|7|227.88|48|255
NOTE:8|13|227.88|41|255
NOTE:9|19|227.88|50|255
NOTE:6|9|228|48|255
NOTE:8|8|228|46|255
NOTE:9|19|228|50|255
NOTE:4|0|228.12|55|255
NOTE:6|9|228.12|48|255
NOTE:8|8|228.12|46|255
NOTE:9|19|228.12|50|255
NOTE:9|19|228.18|50|255
NOTE:6|9|228.24|48|255
NOTE:9|19|228.24|50|255
NOTE:4|0|228.36|55|255
NOTE:6|9|228.36|48|255
NOTE:8|7|228.36|48|255
NOTE:8|13|228.36|41|255
NOTE:9|19|228.36|50|255
NOTE:6|9|228.48|48|255
NOTE:8|8|228.48|46|255
NOTE:9|19|228.48|50|255
NOTE:6|9|228.54|48|255
NOTE:4|0|228.6|55|255
NOTE:6|9|228.6|48|255
NOTE:6|6|228.6|48|255
NOTE:8|14|228.6|36|255
NOTE:9|19|228.6|50|255
NOTE:6|9|228.72|48|255
NOTE:8|7|228.72|48|255
NOTE:8|13|228.72|41|255
NOTE:9|19|228.72|50|255
NOTE:4|0|228.84|55|255
NOTE:6|9|228.84|48|255
NOTE:8|8|228.84|46|255
NOTE:9|19|228.84|50|255
NOTE:6|9|228.96|48|255
NOTE:9|19|228.96|50|255
NOTE:4|0|229.08|55|255
NOTE:6|9|229.08|48|255
NOTE:8|8|229.08|46|255
NOTE:8|14|229.08|36|255
NOTE:9|19|229.08|50|255
NOTE:6|9|229.2|48|255
NOTE:9|19|229.2|50|255
NOTE:4|0|229.32|55|255
NOTE:6|9|229.32|48|255
NOTE:8|7|229.32|48|255
NOTE:8|13|229.32|41|255
NOTE:9|19|229.32|50|255
NOTE:6|9|229.44|48|255
NOTE:8|8|229.44|46|255
NOTE:9|19|229.44|50|255
NOTE:6|9|229.5|48|255
NOTE:1|12|229.56|63|255
NOTE:4|0|229.56|58|255
NOTE:6|9|229.56|48|255
NOTE:6|9|229.68|48|255
NOTE:8|7|229.68|48|255
NOTE:8|13|229.68|41|255
NOTE:9|9|229.68|48|255
NOTE:4|0|229.8|58|255
NOTE:6|9|229.8|48|255
NOTE:8|8|229.8|46|255
NOTE:9|19|229.8|50|255
NOTE:8|7|229.92|48|255
NOTE:8|13|229.92|41|255
NOTE:9|19|229.92|50|255
NOTE:4|0|230.04|58|255
NOTE:6|9|230.04|48|255
NOTE:8|8|230.04|46|255
NOTE:9|19|230.04|50|255
NOTE:9|19|230.1|50|255
NOTE:6|9|230.16|48|255
NOTE:9|19|230.16|50|255
NOTE:4|0|230.28|58|255
NOTE:6|9|230.28|48|255
NOTE:8|7|230.28|48|255
NOTE:8|13|230.28|41|255
NOTE:9|19|230.28|50|255
NOTE:8|8|230.4|46|255
NOTE:9|19|230.4|50|255
NOTE:4|0|230.52|58|255
NOTE:6|9|230.52|48|255
NOTE:8|7|230.52|48|255
NOTE:8|13|230.52|41|255
NOTE:9|19|230.52|50|255
NOTE:6|9|230.64|48|255
NOTE:8|8|230.64|46|255
NOTE:9|19|230.64|50|255
NOTE:4|0|230.76|58|255
NOTE:6|9|230.76|48|255
NOTE:8|7|230.76|48|255
NOTE:8|13|230.76|41|255
NOTE:9|19|230.76|50|255
NOTE:8|8|230.88|46|255
NOTE:9|19|230.88|50|255
NOTE:4|0|231|58|255
NOTE:6|9|231|48|255
NOTE:8|7|231|48|255
NOTE:8|13|231|41|255
NOTE:9|19|231|50|255
NOTE:6|9|231.12|48|255
NOTE:8|7|231.12|48|255
NOTE:8|13|231.12|41|255
NOTE:9|19|231.12|47|255
NOTE:4|0|231.24|58|255
NOTE:6|9|231.24|48|255
NOTE:8|8|231.24|46|255
NOTE:9|19|231.24|50|255
NOTE:9|19|231.36|50|255
NOTE:1|12|231.48|63|255
NOTE:4|0|231.48|60|255
NOTE:6|9|231.48|48|255
NOTE:8|7|231.48|48|255
NOTE:8|13|231.48|41|255
NOTE:9|19|231.48|50|255
NOTE:8|8|231.6|46|255
NOTE:9|19|231.6|50|255
NOTE:4|0|231.72|60|255
NOTE:9|19|231.72|50|255
NOTE:9|19|231.84|50|255
NOTE:4|0|231.96|60|255
NOTE:8|8|231.96|51|255
NOTE:9|19|231.96|50|255
NOTE:9|19|232.02|50|255
NOTE:9|19|232.08|50|255
NOTE:4|0|232.2|60|255
NOTE:6|9|232.2|48|255
NOTE:8|7|232.2|48|255
NOTE:8|13|232.2|41|255
NOTE:9|19|232.2|50|255
NOTE:8|8|232.32|46|255
NOTE:9|19|232.32|50|255
NOTE:4|0|232.44|60|255
NOTE:6|9|232.44|48|255
NOTE:6|6|232.44|48|255
NOTE:8|7|232.44|48|255
NOTE:8|13|232.44|41|255
NOTE:9|19|232.44|50|255
NOTE:4|0|232.68|60|255
NOTE:9|19|232.68|50|255
NOTE:9|19|232.8|50|255
NOTE:4|0|232.92|60|255
NOTE:9|19|232.92|50|255
NOTE:9|19|233.04|50|255
NOTE:4|0|233.16|60|255
NOTE:9|9|233.16|50|255
NOTE:9|19|233.28|50|255
NOTE:1|12|233.4|62|255
NOTE:1|12|233.4|63|255
NOTE:1|2|233.4|60|255
NOTE:6|9|233.4|48|255
NOTE:8|7|233.4|48|255
NOTE:8|13|233.4|41|255
NOTE:9|19|233.4|50|255
NOTE:6|9|233.52|48|255
NOTE:8|8|233.52|46|255
NOTE:9|19|233.52|50|255
NOTE:6|9|233.64|48|255
NOTE:6|9|233.76|48|255
NOTE:8|7|233.76|48|255
NOTE:8|13|233.76|41|255
NOTE:9|19|233.76|50|255
NOTE:0|1|233.88|63|255
NOTE:4|0|233.88|55|255
NOTE:6|9|233.88|48|255
NOTE:8|8|233.88|46|255
NOTE:9|19|233.88|50|255
NOTE:6|9|234|48|255
NOTE:4|0|234.12|55|255
NOTE:6|9|234.12|48|255
NOTE:8|7|234.12|48|255
NOTE:8|13|234.12|41|255
NOTE:9|19|234.12|50|255
NOTE:6|9|234.24|48|255
NOTE:8|8|234.24|46|255
NOTE:0|1|234.36|62|255
NOTE:4|0|234.36|55|255
NOTE:6|9|234.36|48|255
NOTE:8|7|234.36|48|255
NOTE:8|13|234.36|41|255
NOTE:9|19|234.36|50|255
NOTE:12|26|234.36|48|255
NOTE:14|26|234.36|48|255
NOTE:6|9|234.48|48|255
NOTE:8|8|234.48|46|255
NOTE:9|19|234.48|50|255
NOTE:4|0|234.6|55|255
NOTE:6|9|234.6|48|255
NOTE:8|7|234.6|48|255
NOTE:8|13|234.6|41|255
NOTE:6|9|234.72|48|255
NOTE:8|8|234.72|46|255
NOTE:9|19|234.72|50|255
NOTE:4|0|234.84|55|255
NOTE:6|9|234.84|48|255
NOTE:8|7|234.84|48|255
NOTE:8|13|234.84|41|255
NOTE:9|19|234.84|50|255
NOTE:6|9|234.96|48|255
NOTE:8|7|234.96|48|255
NOTE:8|13|234.96|41|255
NOTE:4|0|235.08|55|255
NOTE:6|9|235.08|48|255
NOTE:8|8|235.08|46|255
NOTE:9|19|235.08|50|255
NOTE:6|9|235.14|48|255
NOTE:6|9|235.2|48|255
NOTE:9|19|235.2|50|255
NOTE:6|9|235.26|48|255
NOTE:1|12|235.32|62|255
NOTE:1|12|235.32|65|255
NOTE:4|0|235.32|55|255
NOTE:6|9|235.32|48|255
NOTE:8|7|235.32|48|255
NOTE:8|13|235.32|41|255
NOTE:9|19|235.32|50|255
NOTE:6|9|235.44|48|255
NOTE:8|8|235.44|46|255
NOTE:9|19|235.44|50|255
NOTE:4|0|235.56|55|255
NOTE:6|9|235.56|48|255
NOTE:13|17|235.56|48|255
NOTE:6|9|235.68|48|255
NOTE:8|7|235.68|48|255
NOTE:8|13|235.68|41|255
NOTE:9|19|235.68|50|255
NOTE:0|1|235.8|63|255
NOTE:4|0|235.8|55|255
NOTE:6|9|235.8|48|255
NOTE:8|8|235.8|46|255
NOTE:9|19|235.8|50|255
NOTE:6|9|235.92|48|255
NOTE:4|0|236.04|55|255
NOTE:6|9|236.04|48|255
NOTE:8|7|236.04|48|255
NOTE:8|13|236.04|41|255
NOTE:9|19|236.04|50|255
NOTE:6|9|236.16|48|255
NOTE:8|8|236.16|46|255
NOTE:6|9|236.22|48|255
NOTE:0|1|236.28|62|255
NOTE:4|0|236.28|55|255
NOTE:6|9|236.28|48|255
NOTE:8|7|236.28|48|255
NOTE:8|13|236.28|41|255
NOTE:9|19|236.28|50|255
NOTE:13|17|236.28|43|255
NOTE:6|9|236.4|48|255
NOTE:8|8|236.4|46|255
NOTE:9|19|236.4|50|255
NOTE:4|0|236.52|55|255
NOTE:6|9|236.52|48|255
NOTE:8|7|236.52|48|255
NOTE:8|13|236.52|41|255
NOTE:6|9|236.64|48|255
NOTE:8|8|236.64|46|255
NOTE:9|19|236.64|50|255
NOTE:4|0|236.76|55|255
NOTE:6|9|236.76|48|255
NOTE:8|7|236.76|48|255
NOTE:8|13|236.76|41|255
NOTE:9|19|236.76|50|255
NOTE:6|9|236.88|48|255
NOTE:8|7|236.88|48|255
NOTE:8|13|236.88|41|255
NOTE:4|0|237|55|255
NOTE:6|9|237|48|255
NOTE:8|8|237|46|255
NOTE:9|19|237|50|255
NOTE:6|9|237.12|48|255
NOTE:9|19|237.12|50|255
NOTE:6|9|237.18|48|255
NOTE:1|12|237.24|63|255
NOTE:1|12|237.24|67|255
NOTE:1|2|237.24|60|255
NOTE:4|0|237.24|56|255
NOTE:6|9|237.24|48|255
NOTE:8|7|237.24|48|255
NOTE:8|13|237.24|41|255
NOTE:9|19|237.24|50|255
NOTE:6|9|237.36|48|255
NOTE:8|8|237.36|46|255
NOTE:9|19|237.36|50|255
NOTE:4|0|237.48|56|255
NOTE:6|9|237.48|48|255
NOTE:6|9|237.6|48|255
NOTE:8|7|237.6|48|255
NOTE:8|13|237.6|41|255
NOTE:9|19|237.6|50|255
NOTE:0|1|237.72|65|255
NOTE:4|0|237.72|56|255
NOTE:6|9|237.72|48|255
NOTE:8|8|237.72|46|255
NOTE:9|19|237.72|50|255
NOTE:6|9|237.84|48|255
NOTE:4|0|237.96|56|255
NOTE:6|9|237.96|48|255
NOTE:8|7|237.96|48|255
NOTE:8|13|237.96|41|255
NOTE:9|19|237.96|50|255
NOTE:6|9|238.08|48|255
NOTE:8|8|238.08|46|255
NOTE:0|1|238.2|62|255
NOTE:4|0|238.2|56|255
NOTE:6|9|238.2|48|255
NOTE:8|7|238.2|48|255
NOTE:8|13|238.2|41|255
NOTE:9|19|238.2|50|255
NOTE:6|9|238.32|48|255
NOTE:8|8|238.32|46|255
NOTE:9|19|238.32|50|255
NOTE:4|0|238.44|56|255
NOTE:6|9|238.44|48|255
NOTE:8|7|238.44|48|255
NOTE:8|13|238.44|41|255
NOTE:6|9|238.56|48|255
NOTE:8|8|238.56|46|255
NOTE:9|19|238.56|50|255
NOTE:4|0|238.68|56|255
NOTE:6|9|238.68|48|255
NOTE:8|7|238.68|48|255
NOTE:8|13|238.68|41|255
NOTE:9|19|238.68|50|255
NOTE:6|9|238.8|48|255
NOTE:8|7|238.8|48|255
NOTE:8|13|238.8|41|255
NOTE:4|0|238.92|56|255
NOTE:6|9|238.92|48|255
NOTE:8|8|238.92|46|255
NOTE:9|19|238.92|50|255
NOTE:6|9|238.98|48|255
NOTE:6|9|239.04|48|255
NOTE:9|19|239.04|50|255
NOTE:6|9|239.1|48|255
NOTE:1|12|239.16|63|255
NOTE:1|12|239.16|65|255
NOTE:4|0|239.16|56|255
NOTE:6|9|239.16|48|255
NOTE:8|7|239.16|48|255
NOTE:8|13|239.16|41|255
NOTE:9|19|239.16|50|255
NOTE:6|9|239.28|48|255
NOTE:8|8|239.28|46|255
NOTE:9|19|239.28|50|255
NOTE:4|0|239.4|56|255
NOTE:6|9|239.4|48|255
NOTE:6|9|239.52|48|255
NOTE:8|7|239.52|48|255
NOTE:8|13|239.52|41|255
NOTE:9|19|239.52|50|255
NOTE:0|1|239.64|63|255
NOTE:4|0|239.64|56|255
NOTE:6|9|239.64|48|255
NOTE:8|8|239.64|46|255
NOTE:9|19|239.64|50|255
NOTE:6|9|239.76|48|255
NOTE:4|0|239.88|56|255
NOTE:6|9|239.88|48|255
NOTE:8|7|239.88|48|255
NOTE:8|13|239.88|41|255
NOTE:9|19|239.88|50|255
NOTE:6|9|240|48|255
NOTE:8|8|240|46|255
NOTE:6|9|240.06|48|255
NOTE:0|1|240.12|60|255
NOTE:4|0|240.12|56|255
NOTE:6|9|240.12|48|255
NOTE:8|7|240.12|48|255
NOTE:8|13|240.12|41|255
NOTE:9|19|240.12|50|255
NOTE:6|9|240.24|48|255
NOTE:8|8|240.24|46|255
NOTE:9|19|240.24|50|255
NOTE:4|0|240.36|56|255
NOTE:6|9|240.36|48|255
NOTE:8|7|240.36|48|255
NOTE:8|13|240.36|41|255
NOTE:6|9|240.48|48|255
NOTE:8|8|240.48|46|255
NOTE:9|19|240.48|50|255
NOTE:4|0|240.6|56|255
NOTE:6|9|240.6|48|255
NOTE:8|7|240.6|48|255
NOTE:8|13|240.6|41|255
NOTE:9|19|240.6|50|255
NOTE:6|9|240.72|48|255
NOTE:8|7|240.72|48|255
NOTE:8|13|240.72|41|255
NOTE:4|0|240.84|56|255
NOTE:6|9|240.84|48|255
NOTE:8|8|240.84|46|255
NOTE:9|19|240.84|50|255
NOTE:6|9|240.96|48|255
NOTE:9|19|240.96|50|255
NOTE:6|9|241.02|48|255
NOTE:1|12|241.08|62|255
NOTE:1|12|241.08|63|255
NOTE:1|2|241.08|60|255
NOTE:4|0|241.08|55|255
NOTE:6|9|241.08|48|255
NOTE:8|7|241.08|48|255
NOTE:8|13|241.08|41|255
NOTE:9|19|241.08|50|255
NOTE:6|9|241.2|48|255
NOTE:8|8|241.2|46|255
NOTE:9|19|241.2|50|255
